687.8764,0.97558,47.77,4,308,1440,200,198
687.8764,0.97558,47.77,4,308,1440,200,199
687.8764,0.97558,47.77,4,308,1440,400,388
687.8764,0.97558,47.77,4,308,1440,400,389
687.8764,0.97558,47.77,4,308,1440,600,458
687.8764,0.97558,47.77,4,308,1440,600,459
687.8764,0.97558,47.77,4,308,1440,800,472
687.8764,0.97558,47.77,4,308,1440,800,473
687.8764,0.97558,47.77,4,308,1440,1200,486
687.8764,0.97558,47.77,4,308,1440,1200,487
687.8764,0.97558,47.77,4,318,1440,100,93
687.8764,0.97558,47.77,4,318,1440,100,94
687.8764,0.97558,47.77,4,318,1440,200,198
687.8764,0.97558,47.77,4,318,1440,200,199
687.8764,0.97558,47.77,4,318,1440,400,397
687.8764,0.97558,47.77,4,318,1440,400,398
687.8764,0.97558,47.77,4,318,1440,600,550
687.8764,0.97558,47.77,4,318,1440,600,551
687.8764,0.97558,47.77,4,318,1440,800,600
687.8764,0.97558,47.77,4,318,1440,800,601
687.8764,0.97558,47.77,4,318,1440,1200,625
687.8764,0.97558,47.77,4,318,1440,1200,626
