797.8892,0.36503,19.211,1,298,1440,400,363
797.8892,0.36503,19.211,2,298,1440,400,370
797.8892,0.36503,19.211,2,298,1440,400,373
797.8892,0.36503,19.211,3,298,1440,400,386
797.8892,0.36503,19.211,3,298,1440,400,340
797.8892,0.36503,19.211,4,298,1440,400,387
797.8892,0.36503,19.211,4,298,1440,400,341
797.8892,0.36503,19.211,5,298,1440,400,390
797.8892,0.36503,19.211,5,298,1440,400,391
797.8892,0.36503,19.211,6,298,1440,400,391
797.8892,0.36503,19.211,6,298,1440,400,393
797.8892,0.36503,19.211,4,298,15,400,286
797.8892,0.36503,19.211,4,298,15,400,289
797.8892,0.36503,19.211,4,298,30,400,348
797.8892,0.36503,19.211,4,298,30,400,350
797.8892,0.36503,19.211,4,298,60,400,367
797.8892,0.36503,19.211,4,298,60,400,369
797.8892,0.36503,19.211,4,298,120,400,372
797.8892,0.36503,19.211,4,298,120,400,373
797.8892,0.36503,19.211,4,298,240,400,378
797.8892,0.36503,19.211,4,298,240,400,380
797.8892,0.36503,19.211,4,298,480,400,388
797.8892,0.36503,19.211,4,298,480,400,390
797.8892,0.36503,19.211,4,298,720,400,390
797.8892,0.36503,19.211,4,298,720,400,392
797.8892,0.36503,19.211,4,298,1440,400,391
797.8892,0.36503,19.211,4,298,1440,400,393
797.8892,0.36503,19.211,4,298,1440,100,93
797.8892,0.36503,19.211,4,298,1440,100,94
797.8892,0.36503,19.211,4,298,1440,200,198
797.8892,0.36503,19.211,4,298,1440,200,200
797.8892,0.36503,19.211,4,298,1440,400,385
797.8892,0.36503,19.211,4,298,1440,400,387
797.8892,0.36503,19.211,4,298,1440,600,538
797.8892,0.36503,19.211,4,298,1440,600,540
797.8892,0.36503,19.211,4,298,1440,800,576
797.8892,0.36503,19.211,4,298,1440,800,578
797.8892,0.36503,19.211,4,298,1440,1200,586
797.8892,0.36503,19.211,4,298,1440,1200,588
797.8892,0.36503,19.211,4,298,1440,1600,597
797.8892,0.36503,19.211,4,298,1440,1600,598
797.8892,0.36503,19.211,4,308,1440,100,95
797.8892,0.36503,19.211,4,308,1440,100,96
797.8892,0.36503,19.211,4,308,1440,200,199
797.8892,0.36503,19.211,4,308,1440,200,200
797.8892,0.36503,19.211,4,308,1440,400,391
797.8892,0.36503,19.211,4,308,1440,400,392
797.8892,0.36503,19.211,4,308,1440,600,569
797.8892,0.36503,19.211,4,308,1440,600,570
797.8892,0.36503,19.211,4,308,1440,800,677
797.8892,0.36503,19.211,4,308,1440,800,678
797.8892,0.36503,19.211,4,308,1440,1200,721
797.8892,0.36503,19.211,4,308,1440,1200,722
797.8892,0.36503,19.211,4,308,1440,1600,753
797.8892,0.36503,19.211,4,308,1440,1600,754
797.8892,0.36503,19.211,4,318,1440,100,96
797.8892,0.36503,19.211,4,318,1440,100,97
797.8892,0.36503,19.211,4,318,1440,200,197
797.8892,0.36503,19.211,4,318,1440,200,198
797.8892,0.36503,19.211,4,318,1440,400,399
797.8892,0.36503,19.211,4,318,1440,400,400
797.8892,0.36503,19.211,4,318,1440,600,593
797.8892,0.36503,19.211,4,318,1440,600,594
797.8892,0.36503,19.211,4,318,1440,800,762
797.8892,0.36503,19.211,4,318,1440,800,763
797.8892,0.36503,19.211,4,318,1440,1200,855
797.8892,0.36503,19.211,4,318,1440,1200,856
797.8892,0.36503,19.211,4,318,1440,1600,881
797.8892,0.36503,19.211,4,318,1440,1600,882
687.8764,0.97558,47.77,1,298,1440,400,336
687.8764,0.97558,47.77,1,298,1440,400,338
687.8764,0.97558,47.77,2,298,1440,400,366
687.8764,0.97558,47.77,2,298,1440,400,368
687.8764,0.97558,47.77,3,298,1440,400,381
687.8764,0.97558,47.77,3,298,1440,400,384
687.8764,0.97558,47.77,4,298,1440,400,387
687.8764,0.97558,47.77,4,298,1440,400,390
687.8764,0.97558,47.77,5,298,1440,400,392
687.8764,0.97558,47.77,5,298,1440,400,390
687.8764,0.97558,47.77,6,298,1440,400,390
687.8764,0.97558,47.77,6,298,1440,400,394
687.8764,0.97558,47.77,4,298,15,400,188
687.8764,0.97558,47.77,4,298,15,400,190
687.8764,0.97558,47.77,4,298,30,400,208
687.8764,0.97558,47.77,4,298,30,400,210
687.8764,0.97558,47.77,4,298,60,400,223
687.8764,0.97558,47.77,4,298,60,400,227
687.8764,0.97558,47.77,4,298,120,400,259
687.8764,0.97558,47.77,4,298,120,400,261
687.8764,0.97558,47.77,4,298,240,400,315
687.8764,0.97558,47.77,4,298,240,400,317
687.8764,0.97558,47.77,4,298,480,400,345
687.8764,0.97558,47.77,4,298,480,400,347
687.8764,0.97558,47.77,4,298,720,400,380
687.8764,0.97558,47.77,4,298,720,400,382
687.8764,0.97558,47.77,4,298,1440,400,384
687.8764,0.97558,47.77,4,298,1440,400,385
687.8764,0.97558,47.77,4,298,1440,100,98
687.8764,0.97558,47.77,4,298,1440,100,99
687.8764,0.97558,47.77,4,298,1440,200,190
687.8764,0.97558,47.77,4,298,1440,200,191
687.8764,0.97558,47.77,4,298,1440,400,380
687.8764,0.97558,47.77,4,298,1440,400,381
687.8764,0.97558,47.77,4,298,1440,600,438
687.8764,0.97558,47.77,4,298,1440,600,439
687.8764,0.97558,47.77,4,298,1440,800,450
687.8764,0.97558,47.77,4,298,1440,800,451
687.8764,0.97558,47.77,4,298,1440,1200,453
687.8764,0.97558,47.77,4,298,1440,1200,454
687.8764,0.97558,47.77,4,308,1440,100,95
687.8764,0.97558,47.77,4,308,1440,100,96
